O*NET-SOC Code,Occupation (O*NET-SOC Title),Task ID,Task,Task Type,Date,Category,Frequency,Importance,Relevance,Occupation Mean Annual Wage,Occupation Employment,Skill (O*NET Work Activity),Skill ID (O*NET Generalized Work Activity ID)
43-6012.00,Legal Secretaries and Administrative Assistants,773,Submit articles and information from searches to attorneys for review and approval for use.,Supplemental,Aug-24,5,5,3.85,51.07,60320,154540,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
43-6012.00,Legal Secretaries and Administrative Assistants,21079,Make travel arrangements for attorneys.,Supplemental,Aug-24,4,4,3.81,35.27,60320,154540,['Assisting and Caring for Others'],['4.A.4.a.5']
43-6013.00,Medical Secretaries and Administrative Assistants,775,"Schedule and confirm patient diagnostic appointments, surgeries, or medical consultations.",Core,Aug-21,7,7,4.51,95.72,45580,830760,['Scheduling Work and Activities'],['4.A.2.b.5']
43-6013.00,Medical Secretaries and Administrative Assistants,788,Complete insurance or other claim forms.,Core,Aug-21,5,5,4.5,73.88,45580,830760,['Documenting/Recording Information'],['4.A.3.b.6']
43-6013.00,Medical Secretaries and Administrative Assistants,783,"Transmit correspondence or medical records by mail, e-mail, or fax.",Core,Aug-21,5,5,4.47,95.72,45580,830760,['Performing Administrative Activities'],['4.A.4.c.1']
43-6013.00,Medical Secretaries and Administrative Assistants,781,"Maintain medical records, technical library, or correspondence files.",Core,Aug-21,7,7,4.46,73.7,45580,830760,['Documenting/Recording Information'],['4.A.3.b.6']
43-6013.00,Medical Secretaries and Administrative Assistants,778,"Receive and route messages or documents, such as laboratory results, to appropriate staff.",Core,Aug-21,7,7,4.46,88.75,45580,830760,"['Communicating with Supervisors, Peers, or Subordinates']",['4.A.4.a.2']
43-6013.00,Medical Secretaries and Administrative Assistants,782,"Operate office equipment, such as voice mail messaging systems, and use word processing, spreadsheet, or other software applications to prepare reports, invoices, financial statements, letters, case histories, or medical records.",Core,Aug-21,7,7,4.41,91.55,45580,830760,"['Controlling Machines and Processes', 'Working with Computers']","['4.A.3.a.3', '4.A.3.b.1']"
43-6013.00,Medical Secretaries and Administrative Assistants,787,"Perform bookkeeping duties, such as credits or collections, preparing and sending financial statements or bills, and keeping financial records.",Core,Aug-21,7,7,4.2,82.84,45580,830760,"['Documenting/Recording Information', 'Performing Administrative Activities', 'Monitoring and Controlling Resources']","['4.A.3.b.6', '4.A.4.c.1', '4.A.4.c.3']"
43-6013.00,Medical Secretaries and Administrative Assistants,784,"Perform various clerical or administrative functions, such as ordering and maintaining an inventory of supplies.",Core,Aug-21,3,3,3.6,68.3,45580,830760,['Monitoring and Controlling Resources'],['4.A.4.c.3']
43-6013.00,Medical Secretaries and Administrative Assistants,786,Transcribe recorded messages or practitioners' diagnoses or recommendations into patients' medical records.,Supplemental,Aug-21,7,7,4.6,41.48,45580,830760,['Documenting/Recording Information'],['4.A.3.b.6']
43-6013.00,Medical Secretaries and Administrative Assistants,776,"Compile and record medical charts, reports, or correspondence, using typewriter or personal computer.",Supplemental,Aug-21,7,7,4.55,63.72,45580,830760,"['Processing Information', 'Documenting/Recording Information']","['4.A.2.a.2', '4.A.3.b.6']"
43-6013.00,Medical Secretaries and Administrative Assistants,20438,"Schedule tests or procedures for patients, such as lab work or x-rays, based on physician orders.",Supplemental,Aug-21,7,7,4.25,63.52,45580,830760,['Scheduling Work and Activities'],['4.A.2.b.5']
43-6013.00,Medical Secretaries and Administrative Assistants,789,"Prepare correspondence or assist physicians or medical scientists with preparation of reports, speeches, articles, or conference proceedings.",Supplemental,Aug-21,7,7,3.74,32.67,45580,830760,['Performing Administrative Activities'],['4.A.4.c.1']
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",20281,"Create, maintain, and enter information into databases.",Core,Aug-19,5,5,4.22,93.08,47640,1737820,['Working with Computers'],['4.A.3.b.1']
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",20280,"Use computers for various applications, such as database management or word processing.",Core,Aug-19,7,7,4.22,100,47640,1737820,['Working with Computers'],['4.A.3.b.1']
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",20282,"Set up and manage paper or electronic filing systems, recording information, updating paperwork, or maintaining documents, such as attendance records, correspondence, or other material.",Core,Aug-19,5,5,4,97.1,47640,1737820,"['Making Decisions and Solving Problems', 'Documenting/Recording Information']","['4.A.2.b.1', '4.A.3.b.6']"
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2813,"Operate electronic mail systems and coordinate the flow of information, internally or with other organizations.",Core,Aug-19,5,5,3.95,78.33,47640,1737820,['Controlling Machines and Processes'],['4.A.3.a.3']
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2801,"Schedule and confirm appointments for clients, customers, or supervisors.",Core,Aug-19,5,5,3.93,68.78,47640,1737820,['Scheduling Work and Activities'],['4.A.2.b.5']
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2800,Maintain scheduling and event calendars.,Core,Aug-19,5,5,3.84,79.58,47640,1737820,['Scheduling Work and Activities'],['4.A.2.b.5']
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",20284,"Compose, type, and distribute meeting notes, routine correspondence, or reports, such as presentations or expense, statistical, or monthly reports.",Core,Aug-19,4,4,3.83,83.49,47640,1737820,"['Documenting/Recording Information', 'Performing Administrative Activities', 'Monitoring and Controlling Resources']","['4.A.3.b.6', '4.A.4.c.1', '4.A.4.c.3']"
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2795,Complete forms in accordance with company procedures.,Core,Aug-19,5,5,3.78,94,47640,1737820,['Documenting/Recording Information'],['4.A.3.b.6']
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2793,Locate and attach appropriate files to incoming correspondence requiring replies.,Core,Aug-19,5,5,3.72,81.52,47640,1737820,['Processing Information'],['4.A.2.a.2']
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2805,"Conduct searches to find needed information, using such sources as the Internet.",Core,Aug-19,5,5,3.68,94.04,47640,1737820,['Getting Information'],['4.A.1.a.1']
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2794,"Open, read, route, and distribute incoming mail or other materials and answer routine letters.",Core,Aug-19,5,5,3.67,81.43,47640,1737820,"['Performing Administrative Activities', 'Monitoring and Controlling Resources']","['4.A.4.c.1', '4.A.4.c.3']"
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2797,"Review work done by others to check for correct spelling and grammar, ensure that company format policies are followed, and recommend revisions.",Core,Aug-19,3,3,3.66,73.23,47640,1737820,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",20285,"Perform payroll functions, such as maintaining timekeeping information and processing and submitting payroll.",Supplemental,Aug-19,3,3,4.22,34.41,47640,1737820,['Performing Administrative Activities'],['4.A.4.c.1']
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",20286,"Collect and deposit money into accounts, disburse funds from cash accounts to pay bills or invoices, keep records of collections and disbursements, and ensure accounts are balanced.",Supplemental,Aug-19,4,4,4.15,51.67,47640,1737820,"['Performing Administrative Activities', 'Monitoring and Controlling Resources']","['4.A.4.c.1', '4.A.4.c.3']"
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2809,Establish work procedures or schedules and keep track of the daily work of clerical staff.,Supplemental,Aug-19,5,5,3.77,54.84,47640,1737820,"['Developing Objectives and Strategies', 'Guiding, Directing, and Motivating Subordinates']","['4.A.2.b.4', '4.A.4.b.4']"
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",2806,"Provide services to customers, such as order placement or account information.",Supplemental,Aug-19,5,5,3.77,60.14,47640,1737820,['Monitoring and Controlling Resources'],['4.A.4.c.3']
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",20288,Develop or maintain internal or external company Web sites.,Supplemental,Aug-19,5,5,3.1,33.58,47640,1737820,['Thinking Creatively'],['4.A.2.b.2']
43-9021.00,Data Entry Keyers,11405,"Locate and correct data entry errors, or report them to supervisors.",Core,Aug-18,7,7,4.82,94.48,42070,135280,"['Processing Information', 'Communicating with Supervisors, Peers, or Subordinates']","['4.A.2.a.2', '4.A.4.a.2']"
43-9021.00,Data Entry Keyers,11402,"Compile, sort, and verify the accuracy of data before it is entered.",Core,Aug-18,5,5,4.72,80.89,42070,135280,['Processing Information'],['4.A.2.a.2']
43-9021.00,Data Entry Keyers,11403,"Compare data with source documents, or re-enter data in verification format to detect errors.",Core,Aug-18,7,7,4.54,86.58,42070,135280,"['Processing Information', 'Working with Computers']","['4.A.2.a.2', '4.A.3.b.1']"
43-9021.00,Data Entry Keyers,11404,Store completed documents in appropriate locations.,Core,Aug-18,7,7,4.39,86.68,42070,135280,['Handling and Moving Objects'],['4.A.3.a.2']
43-9021.00,Data Entry Keyers,11401,"Read source documents such as canceled checks, sales reports, or bills, and enter data in specific data fields or onto tapes or disks for subsequent entry, using keyboards or scanners.",Supplemental,Aug-18,7,7,4.52,66.96,42070,135280,['Working with Computers'],['4.A.3.b.1']
43-9021.00,Data Entry Keyers,11406,Maintain logs of activities and completed work.,Supplemental,Aug-18,5,5,4.21,66.12,42070,135280,['Documenting/Recording Information'],['4.A.3.b.6']
43-9022.00,Word Processors and Typists,790,"Check completed work for spelling, grammar, punctuation, and format.",Core,Jul-17,5,5,4.31,95.78,49730,36030,['Evaluating Information to Determine Compliance with Standards'],['4.A.2.a.3']
43-9022.00,Word Processors and Typists,794,"File and store completed documents on computer hard drive or disk, or maintain a computer filing system to store, retrieve, update, and delete documents.",Core,Jul-17,5,5,4.2,98.59,49730,36030,['Handling and Moving Objects'],['4.A.3.a.2']
43-9022.00,Word Processors and Typists,805,Transmit work electronically to other locations.,Core,Jul-17,5,5,4.12,93.28,49730,36030,['Working with Computers'],['4.A.3.b.1']
43-9022.00,Word Processors and Typists,803,"Address envelopes or prepare envelope labels, using typewriter or computer.",Core,Jul-17,5,5,4.03,91.98,49730,36030,['Performing Administrative Activities'],['4.A.4.c.1']
43-9022.00,Word Processors and Typists,793,"Type correspondence, reports, text and other written material from rough drafts, corrected copies, voice recordings, dictation, or previous versions, using a computer, word processor, or typewriter.",Core,Jul-17,7,7,4.01,91.98,49730,36030,['Performing Administrative Activities'],['4.A.4.c.1']
43-9022.00,Word Processors and Typists,792,"Gather, register, and arrange the material to be typed, following instructions.",Core,Jul-17,5,5,4.01,82.98,49730,36030,['Processing Information'],['4.A.2.a.2']
43-9022.00,Word Processors and Typists,796,Keep records of work performed.,Core,Jul-17,5,5,3.85,79.9,49730,36030,['Documenting/Recording Information'],['4.A.3.b.6']
43-9022.00,Word Processors and Typists,799,"Electronically sort and compile text and numerical data, retrieving, updating, and merging documents as required.",Core,Jul-17,5,5,3.84,80.3,49730,36030,"['Processing Information', 'Working with Computers']","['4.A.2.a.2', '4.A.3.b.1']"
43-9022.00,Word Processors and Typists,801,"Search for specific sets of stored, typed characters to make changes.",Core,Jul-17,5,5,3.83,70.34,49730,36030,['Getting Information'],['4.A.1.a.1']
43-9022.00,Word Processors and Typists,798,Collate pages of reports and other documents.,Core,Jul-17,5,5,3.74,88.17,49730,36030,['Processing Information'],['4.A.2.a.2']
43-9022.00,Word Processors and Typists,800,"Reformat documents, moving paragraphs or columns.",Core,Jul-17,4,4,3.66,84.53,49730,36030,['Working with Computers'],['4.A.3.b.1']
43-9022.00,Word Processors and Typists,802,"Adjust settings for format, page layout, line spacing, and other style requirements.",Core,Jul-17,5,5,3.63,92.04,49730,36030,['Working with Computers'],['4.A.3.b.1']
43-9022.00,Word Processors and Typists,807,"Use data entry devices, such as optical scanners, to input data into computers for revision or editing.",Core,Jul-17,5,5,3.63,79.4,49730,36030,['Working with Computers'],['4.A.3.b.1']
43-9022.00,Word Processors and Typists,21014,"Manage schedules and set dates, times, and locations for meetings and appointments.",Supplemental,Jul-17,5,5,3.89,57.58,49730,36030,['Scheduling Work and Activities'],['4.A.2.b.5']
43-9022.00,Word Processors and Typists,806,"Work with technical material, preparing statistical reports, planning and typing statistical tables, and combining and rearranging material from different sources.",Supplemental,Jul-17,4,4,3.66,63.73,49730,36030,"['Processing Information', 'Documenting/Recording Information']","['4.A.2.a.2', '4.A.3.b.6']"
